index,answer,correct_answer,score,correct
2732,Eva Mendez ,Eva Mendes,0.983,TRUE
2735,Denzel Washington ,Denzel Washington,1,TRUE
2738,,Albert Finney,0,FALSE
2741,Brad Pitt ,Brad Pitt,1,TRUE
2744,Jake Gyllenhaal ,Jake Gyllenhaal,1,TRUE
2745,Jodie foster ,Jodie Foster,1,TRUE
2748,Juliette binoche,Juliette Binoche,1,TRUE
2751,Toby McGuire ,Tobey Maguire,0.882,TRUE
2754,Ed burnes,Ed Burns,0.919,TRUE
2757,Michelle Pfeiffer ,Michelle Pfeiffer,1,TRUE
2760,Al Pacino ,Al Pacino,1,TRUE
2763,John leguzamo ,John Leguizamo,0.939,TRUE
2766,Robert Redford ,Robert Redford,1,TRUE
2769,Tom arnold,Tom Arnold,1,TRUE
2772,Winona Ryder,Timothy Dalton,0.525,FALSE
2775,Ellen page,Ellen Page,1,TRUE
2778,Clint Eastwood,Clint Eastwood,1,TRUE
2781,Jim Belushi,Jim Belushi,1,TRUE
2784,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
2787,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
2790,Kyle Mcglaughlan,Kyle MacLachlan,0.889,TRUE
2791,Christian Bale,Christian Bale,1,TRUE
2794,Andie Mcdowell,Andie MacDowell,0.964,TRUE
2797,Glenn Close,Glenn Close,1,TRUE
2800,James Gandolfini,James Gandolfini,1,TRUE
2803,John Malkovitch,John Malkovich,0.996,TRUE
2806,Maggie Jyllenhall,Maggie Gyllenhaal,0.954,TRUE
2809,Scarlett Johanson,Scarlett Johansson,0.997,TRUE
2812,Marisa Tomei ,Marisa Tomei,1,TRUE
2815,Jodie foster ,Jodie Foster,1,TRUE
2818,Paul Dano ,Paul Dano,1,TRUE
2821,Macaulay calkin ,Macaulay Culkin,0.953,TRUE
2824,Tea Leoni ,Tea Leoni,1,TRUE
2827,Mark Wahlberg ,Mark Wahlberg,1,TRUE
2830,Renee Rousso,Rene Russo,0.941,TRUE
2833,Minnie Driver,Minnie Driver,1,TRUE
2834,Joan Cusack,Joan Cusack,1,TRUE
2835,James Gandolfini,James Gandolfini,1,TRUE
2836,Penelope Cruise,Penelope Cruz,0.982,TRUE
2837,Lindsay Lohan,Lindsay Lohan,1,TRUE
2838,Dennis LEary,Denis Leary,0.936,TRUE
2839,Benecio Del Toro,Benicio Del Toro,0.93,TRUE
2840,Kate Hudson,Kate Hudson,1,TRUE
2841,Jeff Bridges,Jeff Bridges,1,TRUE
2842,Ben Stiller,Ben Stiller,1,TRUE
2843,Eva Mendes,Eva Mendes,1,TRUE
2844,Kim Bassenger,Kim Basinger,0.95,TRUE
2845,Candice Bergan,Candice Bergen,0.993,TRUE
2846,Matthew Broderick,Matthew Broderick,1,TRUE
2847,Brian Cox,Brian Cox,1,TRUE
2848,Kevin James,Kevin James,1,TRUE
2849,Joseph Gordon Levitt,Joseph Gordon-Levitt,0.988,TRUE
2850,Donald SUtherland,Donald Sutherland,1,TRUE
2851,Danny Devito,Danny DeVito,1,TRUE
2852,Colin Firth,Colin Firth,1,TRUE
2853,Jennifer Lopez,Jennifer Lopez,1,TRUE
2854,Jim Belushi,Jim Belushi,1,TRUE
2855,Sam Shepard,Sam Shepard,1,TRUE
2856,Uma Thermon,Uma Thurman,0.945,TRUE
2857,James Woods,James Woods,1,TRUE
2858,Meg Ryan,Meg Ryan,1,TRUE
2859,Tom Arnold,Tom Arnold,1,TRUE
2860,Jerry Lewis,Jerry Lewis,1,TRUE
2861,Tobey McGuire,Tobey Maguire,0.953,TRUE
2862,Will Smith,Will Smith,1,TRUE
2863,Adrien Brody,Adrien Brody,1,TRUE
2864,Rob Lowe,Rob Lowe,1,TRUE
2865,Anthony Hopkins,Anthony Hopkins,1,TRUE
2866,Natalie Portman,Natalie Portman,1,TRUE
2867,Meryl Streep,Meryl Streep,1,TRUE
2868,Charlie Sheen,Charlie Sheen,1,TRUE
2869,Mark Ruffalo,Mark Ruffalo,1,TRUE
2870,Sarah Jessica Parker,Sarah Jessica Parker,1,TRUE
2873,Tracy Ullman,Tracey Ullman,0.982,TRUE
2876,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
2879,Jim Carrey,Jim Carrey,1,TRUE
2882,Brad Pitt,Brad Pitt,1,TRUE
2885,Ellen Barkin,Annette Bening,0.532,FALSE
2888,,Helen Hunt,0,FALSE
2891,Stanley Tucci,Stanley Tucci,1,TRUE
2894,Will Farrel,Will Ferrell,0.94,TRUE
2897,Cameron DIaz,Cameron Diaz,1,TRUE
2900,Beau Bridges,Beau Bridges,1,TRUE
2903,Ed Harris,Ed Harris,1,TRUE
2906,Tim Blake Nelson,Tim Blake Nelson,1,TRUE
2909,Judy Dench,Judi Dench,0.953,TRUE
2913,Jon ham ,Jon Hamm,0.9,TRUE
2916,Alan Alda ,Alan Alda,1,TRUE
2919,Amy adams,Amy Adams,1,TRUE
2922,Scarlett Johansen ,Scarlett Johansson,0.988,TRUE
2925,Meg Ryan ,Meg Ryan,1,TRUE
2928,Tilda Swinton ,Tilda Swinton,1,TRUE
2931,Orlando Bloom ,Orlando Bloom,1,TRUE
2934,Lyn Redgrave ,Vanessa Redgrave,0.665,FALSE
2936,Juaquin Pheonix,Joaquin Phoenix,0.914,TRUE
2939,Chris Rock,Chris Rock,1,TRUE
2942,Jim Carey,Jim Carrey,0.99,TRUE
2945,Toni Colette,Toni Collette,0.99,TRUE
2948,Emily Blunt,Emily Blunt,1,TRUE
2951,,Ellen Page,0,FALSE
2954,Elijah Wood,Elijah Wood,1,TRUE
2957,Ethan Hawke,Ethan Hawke,1,TRUE
2960,Demi Moore,Demi Moore,1,TRUE
2963,Vince Vaughn,Vince Vaughn,1,TRUE
2966,Jeff Bridges,Jeff Bridges,1,TRUE
2969,Kevin Spacey,Kevin Spacey,1,TRUE
2972,Daryl Hannah,Daryl Hannah,1,TRUE
2975,Donald Sutherland,Donald Sutherland,1,TRUE
2978,John Leguzamo,John Leguizamo,0.991,TRUE
2981,Mickey Roarke,Mickey Rourke,0.984,TRUE
2984,Sissy Spacek,Sissy Spacek,1,TRUE
2987,Eva Mendes,Eva Mendes,1,TRUE
2990,Juliette Binoche,Juliette Binoche,1,TRUE
2993,Mark Wahlberg,Mark Wahlberg,1,TRUE
2996,Jill Clayberg,Jill Clayburgh,0.979,TRUE
2999,Bridgette Fondsa,Bridget Fonda,0.965,TRUE
3002,Christopher Walken,Christopher Walken,1,TRUE
3005,Jennifer Aniston,Jennifer Aniston,1,TRUE
3008,Goldie Hawn,Goldie Hawn,1,TRUE
3011,Rene Zelwegger,Renee Zellweger,0.875,TRUE
3014,Sean Connery,Sean Connery,1,TRUE
3017,Elliot Gould,Elliott Gould,0.986,TRUE
3020,Michelle Pfiffer,Michelle Pfeiffer,0.986,TRUE
3023,Nick Nolte,Nick Nolte,1,TRUE
2871,Richard Gere,Richard Gere,1,TRUE
2874,Nichole Kiddman,Nicole Kidman,0.964,TRUE
2877,Michael Shannon,Michael Shannon,1,TRUE
2880,Alan Alda,Alan Alda,1,TRUE
2883,Keira Nightly,Keira Knightley,0.945,TRUE
2886,Forest Wittaker,Forest Whitaker,0.979,TRUE
2889,Catherine Keenr,Catherine Keener,0.997,TRUE
2892,Anne Hathaway,Anne Hathaway,1,TRUE
2895,Gweneth Paltro,Gwyneth Paltrow,0.919,TRUE
2898,Dennis Miller,Dennis Miller,1,TRUE
2901,Chris Rock,Chris Rock,1,TRUE
2904,Robert De Niro,Robert De Niro,1,TRUE
2907,Robert Duval,Robert Duvall,0.998,TRUE
2910,Ryan Gosling,Ryan Gosling,1,TRUE
2911,Sylvester Stallone ,Sylvester Stallone,1,TRUE
2914,John tortoro ,John Turturro,0.828,FALSE
2917,Josh Brolin ,Josh Brolin,1,TRUE
2920,Liv Tyler ,Liv Tyler,1,TRUE
2923,Samuel L Jackson ,Samuel L. Jackson,0.979,TRUE
2926,Christopher plummer ,Christopher Plummer,1,TRUE
2929,Edward Norton ,Edward Norton,1,TRUE
2932,Paul rudd,Paul Rudd,1,TRUE
2935,Jimmy smitts,Jimmy Smits,0.924,TRUE
2937,Mike Myers,Mike Myers,1,TRUE
2940,Debora Winger,Debra Winger,0.98,TRUE
2943,Glenn Close,Glenn Close,1,TRUE
2946,Jenifer Lopez,Jennifer Lopez,0.981,TRUE
2949,Don Cheedle,Don Cheadle,0.966,TRUE
2952,Lindsey Lohan,Lindsay Lohan,0.968,TRUE
2955,Ben Kingsley,Ben Kingsley,1,TRUE
2958,Harrison Ford,Harrison Ford,1,TRUE
2961,Will Smith,Will Smith,1,TRUE
2964,Nick Nolte,Nick Nolte,1,TRUE
2967,Gary Oldman,Gary Oldman,1,TRUE
2970,Will Farrel,Will Ferrell,0.94,TRUE
2973,Hugh Jackman,Hugh Jackman,1,TRUE
2976,Anne Hathaway,Anne Hathaway,1,TRUE
2979,Ben Afleck,Ben Affleck,0.986,TRUE
2982,Russel Crowe,Russell Crowe,0.986,TRUE
2985,Sean Penn,Sean Penn,1,TRUE
2988,Greg Kineer,Greg Kinnear,0.971,TRUE
2991,,Tim Blake Nelson,0,FALSE
2994,Juliette Moore,Julianne Moore,0.855,TRUE
2997,Ed Burns,Ed Burns,1,TRUE
3000,Jack NIcholson,Jack Nicholson,1,TRUE
3003,Judy Dench,Judi Dench,0.953,TRUE
3006,Steve Martin,Steve Martin,1,TRUE
3009,William Hurt,William Hurt,1,TRUE
3012,Elizabeth Shue,Elisabeth Shue,0.963,TRUE
3015,Bill Pullman,Bill Pullman,1,TRUE
3018,Jennifer Connely,Jennifer Connelly,0.998,TRUE
3021,,Kenneth Branagh,0,FALSE
3024,Toby McGuire,Tobey Maguire,0.898,TRUE
2872,Christopher Plumber,Christopher Plummer,0.994,TRUE
2875,Catherine Zeta Jones,Catherine Zeta-Jones,0.99,TRUE
2878,Peter Gallagher,Peter Gallagher,1,TRUE
2881,Liv Tyler,Liv Tyler,1,TRUE
2884,Bridgette Fonda,Bridget Fonda,0.976,TRUE
2887,John Turtoro,John Turturro,0.966,TRUE
2890,Albert Brooks,Albert Brooks,1,TRUE
2893,Alfred Molina,Alfred Molina,1,TRUE
2896,Jesica Chastaine,Jessica Chastain,0.894,TRUE
2899,Pearce Brosnan,Pierce Brosnan,0.956,TRUE
2902,Hellen Merin,Helen Mirren,0.936,TRUE
2905,Rickey Gervais,Ricky Gervais,0.946,TRUE
2908,Jude Law,Jude Law,1,TRUE
2912,Ed Haris ,Ed Harris,0.97,TRUE
2915,John voight,Jon Voight,0.923,TRUE
2918,Mira sorvino ,Mira Sorvino,1,TRUE
2921,Macaulay calkin ,Macaulay Culkin,0.953,TRUE
2924,Val Kilmer ,Val Kilmer,1,TRUE
2927,Jane fonda,Jane Fonda,1,TRUE
2930,Danny devito,Danny DeVito,1,TRUE
2933,James woods,James Woods,1,TRUE
2938,Ian Holm,Ian Holm,1,TRUE
2941,Jodi Foster,Jodie Foster,0.921,TRUE
2944,Rosanna Arquette,Rosanna Arquette,1,TRUE
2947,Sarah Jesica Parker,Sarah Jessica Parker,0.991,TRUE
2950,Dennis Miller,Dennis Miller,1,TRUE
2953,Marisa Tomei,Marisa Tomei,1,TRUE
2956,Owen WIlson,Owen Wilson,1,TRUE
2959,Michael Fasbender,Michael Fassbender,0.993,TRUE
2962,Beau Bridges,Beau Bridges,1,TRUE
2965,Anna Paquin,Anna Paquin,1,TRUE
2968,Malcolm McDowell,Malcolm McDowell,1,TRUE
2971,Dennis Leary,Denis Leary,0.979,TRUE
2974,Frank Langella,Frank Langella,1,TRUE
2977,Kate Holmes,Kate Hudson,0.898,TRUE
2980,Chevy Chase,Chevy Chase,1,TRUE
2983,Kirstin Dunst,Kirsten Dunst,0.968,TRUE
2986,Jeremy Renner,Jeremy Renner,1,TRUE
2989,Rob Schnider,Rob Schneider,0.979,TRUE
2992,Alan Arkin,Alan Arkin,1,TRUE
2995,Ewan McGreggor,Ewan McGregor,0.995,TRUE
2998,Sam Shepard,Sam Shepard,1,TRUE
3001,Billy Crystal,Billy Crystal,1,TRUE
3004,Danny Glover,Danny Glover,1,TRUE
3007,Tommy Lee Jones,Tommy Lee Jones,1,TRUE
3010,Daniel Craig,Daniel Craig,1,TRUE
3013,Kevin James,Kevin James,1,TRUE
3016,],Ellen Page,0,FALSE
3019,Jason Bateman,Jason Bateman,1,TRUE
3022,Demi Moore,Demi Moore,1,TRUE
3025,Zack Gallifanikis,Zach Galifianakis,0.917,TRUE
3026,Steve correl,Steve Carell,0.917,TRUE
3027,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
3028,Goldie Hawn,Goldie Hawn,1,TRUE
3029,Clive Owen,Clive Owen,1,TRUE
3030,Ellen Barkin,Ellen Barkin,1,TRUE
3031,Rob Schnider,Rob Schneider,0.979,TRUE
3032,Kim Bassinger,Kim Basinger,0.988,TRUE
3033,Brad Pitt,Brad Pitt,1,TRUE
3034,Emily Blunt,Emily Blunt,1,TRUE
3035,Amanda Peet,Amanda Peet,1,TRUE
3036,Keano Reves,Keanu Reeves,0.921,TRUE
3037,Ben Kingsly,Ben Kingsley,0.995,TRUE
3038,Mike Myers,Mike Myers,1,TRUE
3039,Jude Law,Jude Law,1,TRUE
3040,Oliver Platt,Oliver Platt,1,TRUE
3041,Rosanna Arquette,Rosanna Arquette,1,TRUE
3042,Mary Steenburgen,Mary Steenburgen,1,TRUE
3043,Jonny Depp,Johnny Depp,0.975,TRUE
3044,Jennifer Aniston,Jennifer Aniston,1,TRUE
3045,Halle Berry,Halle Berry,1,TRUE
3046,MIra Sorvino,Mira Sorvino,1,TRUE
3047,Emma Stone,Emma Stone,1,TRUE
3048,Jamie Bell,Jamie Bell,1,TRUE
3049,Tom Hardy,Tom Hardy,1,TRUE
3050,Jeffrey Rush ,Geoffrey Rush,0.897,TRUE
3051,James Gandolfini,James Gandolfini,1,TRUE
3054,David Hasselhoff,David Hasselhoff,1,TRUE
3057,Selma Haiek,Salma Hayek,0.789,FALSE
3060,Jamie Lee Curtis,Jamie Lee Curtis,1,TRUE
3063,Paul Dano,Paul Dano,1,TRUE
3066,Bill Cosby,Bill Cosby,1,TRUE
3069,Liv Tyler,Liv Tyler,1,TRUE
3072,Sam Shepard,Sam Shepard,1,TRUE
3075,Danny Glover,Danny Glover,1,TRUE
3078,Kurt Russel,Kurt Russell,0.998,TRUE
3081,burt Reynolds,Burt Reynolds,1,TRUE
3084,Anthony Hoplins,Anthony Hopkins,0.988,TRUE
3087,Roger MOore,Roger Moore,1,TRUE
3090,Albert Finney,Albert Finney,1,TRUE
3093,Jack Nicholsen,Jack Nicholson,0.993,TRUE
3096,Albert Brooks,Albert Brooks,1,TRUE
3099,Rober De Niro,Robert De Niro,0.985,TRUE
3102,Daniel Day Lewis,Daniel Day-Lewis,0.984,TRUE
3105,Emma Thompson,Emma Thompson,1,TRUE
3108,Julia Roberts,Julia Roberts,1,TRUE
3111,Joakim Pheonix,Joaquin Phoenix,0.864,TRUE
3114,Geoffrey Rush,Geoffrey Rush,1,TRUE
3117,Selma Hayek,Salma Hayek,0.854,TRUE
3120,Sharon Stone,Sharon Stone,1,TRUE
3123,Debra Winger,Debra Winger,1,TRUE
3126,Will Smith,Will Smith,1,TRUE
3129,Adrien Brody,Adrien Brody,1,TRUE
3132,Patricia Arquette,Patricia Arquette,1,TRUE
3135,Paul Giamatti,Paul Giamatti,1,TRUE
3138,Seth Rogan,Seth Rogen,0.987,TRUE
3141,Michale Keeton,Michael Keaton,0.953,TRUE
3144,Emma Watson,Emma Watson,1,TRUE
3147,Ben Kingsley,Ben Kingsley,1,TRUE
3150,Roger Moore,Roger Moore,1,TRUE
3153,Peter Coyote,Peter Coyote,1,TRUE
3156,Tracy Ullman,Tracey Ullman,0.982,TRUE
3159,Philip Seymore HOffman,Philip Seymour Hoffman,0.972,TRUE
3162,Nick Nolte,Nick Nolte,1,TRUE
3165,Sylvester Stalone,Sylvester Stallone,0.996,TRUE
3168,Jack Black,Jack Black,1,TRUE
3171,Charlie Sheen,Charlie Sheen,1,TRUE
3174,Jill Clayburg,Jill Clayburgh,0.998,TRUE
3177,Danny Devito,Danny DeVito,1,TRUE
3180,Bill PUllman,Bill Pullman,1,TRUE
3183,Val Kilmer,Val Kilmer,1,TRUE
3186,Andy Garcia,Andy Garcia,1,TRUE
3189,Rickey Gervais,Ricky Gervais,0.946,TRUE
3192,Nicole Kiddman,Nicole Kidman,0.993,TRUE
3195,Helen Mirren,Helen Mirren,1,TRUE
3198,Gwenneth Paltro,Gwyneth Paltrow,0.901,TRUE
3201,Mary Louise Parker,Mary-Louise Parker,0.925,TRUE
3204,Sygourney Weaver,Sigourney Weaver,0.898,TRUE
3207,Kevin James,Kevin James,1,TRUE
3210,George Lopez,George Lopez,1,TRUE
3212,Donald Sutherland,Donald Sutherland,1,TRUE
3215,Steven Segal,Steven Seagal,0.984,TRUE
3218,Natalie Portman,Natalie Portman,1,TRUE
3221,Peirce Brosnan,Pierce Brosnan,0.978,TRUE
3224,Willem Dafoe,Willem Dafoe,1,TRUE
3227,Jeremy Irons,Jeremy Irons,1,TRUE
3052,Anne Hathaway,Anne Hathaway,1,TRUE
3055,David Schwimmer,David Schwimmer,1,TRUE
3058,Rene Russo,Rene Russo,1,TRUE
3061,Jack Black,Jack Black,1,TRUE
3064,Kate Hudson,Kate Hudson,1,TRUE
3067,,Philip Seymour Hoffman,0,FALSE
3070,Keira Knightly,Keira Knightley,0.997,TRUE
3073,Jeff Goldblum,Jeff Goldblum,1,TRUE
3076,Tom Hanks,Tom Hanks,1,TRUE
3079,Chevy Chase,Chevy Chase,1,TRUE
3082,Orlando Bloom,Orlando Bloom,1,TRUE
3085,Danny Devito,Danny DeVito,1,TRUE
3088,Val Kilmer,Val Kilmer,1,TRUE
3091,,Michael Shannon,0,FALSE
3094,Sylvester Stalone,Sylvester Stallone,0.996,TRUE
3097,Alec Baldwin,Alec Baldwin,1,TRUE
3100,Michael Fassbender,Michael Fassbender,1,TRUE
3103,Sidney Poitier,Sidney Poitier,1,TRUE
3106,Christian Bale,Christian Bale,1,TRUE
3109,Maggie Gyllenhall,Maggie Gyllenhaal,0.995,TRUE
3112,Eddie Murphy,Eddie Murphy,1,TRUE
3115,Ben Stiller,Ben Stiller,1,TRUE
3118,Emma Stone,Emma Stone,1,TRUE
3121,Sam Worthington,Sam Worthington,1,TRUE
3124,William Hurt,William Hurt,1,TRUE
3127,Timothy Dalton,Timothy Dalton,1,TRUE
3130,Hope Davis,Hope Davis,1,TRUE
3133,Daniel Craig,Daniel Craig,1,TRUE
3136,Jeff Bridges,Jeff Bridges,1,TRUE
3139,Mira Sorvino,Mira Sorvino,1,TRUE
3142,Andie McDowell,Andie MacDowell,0.988,TRUE
3145,Brad Pitt,Brad Pitt,1,TRUE
3148,Mary Steenburgen,Mary Steenburgen,1,TRUE
3151,Benecio Del Torro,Benicio Del Toro,0.914,TRUE
3154,Chris Rock,Chris Rock,1,TRUE
3157,Helen Hunt,Helen Hunt,1,TRUE
3160,Jesica Chastain,Jessica Chastain,0.911,TRUE
3163,Kate Winslet,Kate Winslet,1,TRUE
3166,Michael J. Fox,Michael J. Fox,1,TRUE
3169,Halle Berry,Halle Berry,1,TRUE
3172,Brooke Shields,Brooke Shields,1,TRUE
3175,Sean Penn,Sean Penn,1,TRUE
3178,Dennis Hopper,Dennis Hopper,1,TRUE
3181,Anne Hathaway,Anne Hathaway,1,TRUE
3184,Brendan Fraiser,Brendan Fraser,0.994,TRUE
3187,Willem Defoe,Willem Dafoe,0.971,TRUE
3190,Peter Gallagher,Peter Gallagher,1,TRUE
3193,Robin Williams,Robin Williams,1,TRUE
3196,Leonardo De Capprio,Leonardo DiCaprio,0.946,TRUE
3199,Hugh Grant,Hugh Grant,1,TRUE
3202,Arnold Schwartzenegger,Arnold Schwarzenegger,0.994,TRUE
3205,Michael Shannon,Michael Shannon,1,TRUE
3208,Lucy Liu,Lucy Liu,1,TRUE
3213,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
3216,Adam Sandler,Adam Sandler,1,TRUE
3219,Ben Affleck,Ben Affleck,1,TRUE
3222,Bradley Cooper,Bradley Cooper,1,TRUE
3225,Jack Black,Jack Black,1,TRUE
3053,,Mark Ruffalo,0,FALSE
3056,Candice Bergen,Candice Bergen,1,TRUE
3059,Kelly Mcdonald,Kelly MacDonald,0.936,TRUE
3062,Gabriel Byrne,Gabriel Byrne,1,TRUE
3065,Al Pacino,Al Pacino,1,TRUE
3068,Jeff Bridges,Jeff Bridges,1,TRUE
3071,Mickey Rourke,Mickey Rourke,1,TRUE
3074,Sarah Jessica Parker,Sarah Jessica Parker,1,TRUE
3077,Antonio Banderas,Antonio Banderas,1,TRUE
3080,Dennis miller,Dennis Miller,1,TRUE
3083,Mary Louise Parker,Mary-Louise Parker,0.925,TRUE
3086,Jane Fonda,Jane Fonda,1,TRUE
3089,Jessica Chastain,Jessica Chastain,1,TRUE
3092,John C. Reilly,John C. Reilly,1,TRUE
3095,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
3098,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
3101,Kevin Costner,Kevin Costner,1,TRUE
3104,Robert Downey Jr.,Robert Downey Jr.,1,TRUE
3107,Sean Penn,Sean Penn,1,TRUE
3110,,Winona Ryder,0,FALSE
3113,Michael Douglas,Michael Douglas,1,TRUE
3116,Dan Akyroid,Dan Aykroyd,0.949,TRUE
3119,Jackie Chan,Jackie Chan,1,TRUE
3122,Rosanna Arquette,Rosanna Arquette,1,TRUE
3125,Julia Roberts,Julia Roberts,1,TRUE
3128,Helena Bonham-Carter,Helena Bonham Carter,0.988,TRUE
3131,Orlando Bloom,Orlando Bloom,1,TRUE
3134,Liam  Neeson,Liam Neeson,1,TRUE
3137,John Cusak,John Cusack,0.994,TRUE
3140,Jim Belushi,Jim Belushi,1,TRUE
3143,Steven Segal,Steven Seagal,0.984,TRUE
3146,Christopher Plumber,Christopher Plummer,0.994,TRUE
3149,Ian Holm,Brian Cox,0.648,FALSE
3152,Kyle Mcglaughlan,Kyle MacLachlan,0.889,TRUE
3155,Jonny Depp,Johnny Depp,0.975,TRUE
3158,Penelope Cruise,Penelope Cruz,0.982,TRUE
3161,Frank Langellea,Frank Langella,0.997,TRUE
3164,David Spade,David Spade,1,TRUE
3167,Cameron Diaz,Cameron Diaz,1,TRUE
3170,Jane Fonda,Jane Fonda,1,TRUE
3173,Gene Hackman,Gene Hackman,1,TRUE
3176,Jeremy Renner,Jeremy Renner,1,TRUE
3179,Malcolm McDowell,Malcolm McDowell,1,TRUE
3182,Ralph Finness,Ralph Fiennes,0.97,TRUE
3185,Angelina Jolie,Angelina Jolie,1,TRUE
3188,Russell Crowe,Russell Crowe,1,TRUE
3191,Bill Murray,Bill Murray,1,TRUE
3194,,Tim Blake Nelson,0,FALSE
3197,Billy Crystal,Billy Crystal,1,TRUE
3200,Rachel McAdams,Rachel McAdams,1,TRUE
3203,Anthony Quinn,Anthony Quinn,1,TRUE
3206,Tilda Swinton,Tilda Swinton,1,TRUE
3209,Matthew Broderick,Matthew Broderick,1,TRUE
3211,Angelina Jolie,Angelina Jolie,1,TRUE
3214,Bill Cosby,Bill Cosby,1,TRUE
3217,Don Cheedle,Don Cheadle,0.966,TRUE
3220,Sam Worthington,Sam Worthington,1,TRUE
3223,Ben Kingsly,Ben Kingsley,0.995,TRUE
3226,Liev Schrieber,Liev Schreiber,0.991,TRUE
3228,Miranda Richardson,Miranda Richardson,1,TRUE
3229,Jon Hamm,Jon Hamm,1,TRUE
3230,Martin Lawrence,Martin Lawrence,1,TRUE
3231,Jeff Bridges,Jeff Bridges,1,TRUE
3232,Selma Hayek,Salma Hayek,0.854,TRUE
3233,Viggo MOrtenson,Viggo Mortensen,0.938,TRUE
3234,Jeff Goldblum,Jeff Goldblum,1,TRUE
3235,Halle Berry,Halle Berry,1,TRUE
3236,Collin Firth,Colin Firth,0.979,TRUE
3237,Jill Clayberg,Jill Clayburgh,0.979,TRUE
3238,Robert De Niro,Robert De Niro,1,TRUE
3239,Jude Law,Jude Law,1,TRUE
3240,Scarlette Johansen,Scarlett Johansson,0.959,TRUE
3241,Martin Sheen,Martin Sheen,1,TRUE
3242,Kelly Mcdonald,Kelly MacDonald,0.936,TRUE
3243,Jeff Daniels,Jeff Daniels,1,TRUE
3455,,Albert Finney,0,FALSE
3244,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
3247,Rosie Perez,Rosie Perez,1,TRUE
3250,Robert Duval,Robert Duvall,0.998,TRUE
3253,Collin Farrel,Colin Farrell,0.961,TRUE
3256,Vince Vaughn,Vince Vaughn,1,TRUE
3259,Jimmy Smits,Jimmy Smits,1,TRUE
3262,Mira Sorvino,Mira Sorvino,1,TRUE
3265,Alan Rickman,Alan Rickman,1,TRUE
3268,Michael Fassbender,Michael Fassbender,1,TRUE
3271,Clive Owen,Clive Owen,1,TRUE
3274,Jack Nicholsen,Jack Nicholson,0.993,TRUE
3277,Winona Ryder,Winona Ryder,1,TRUE
3280,Christopher Walken,Christopher Walken,1,TRUE
3283,Cathy bates,Kathy Bates,0.879,TRUE
3286,Burt Reynolds,Burt Reynolds,1,TRUE
3290,Jamie Lee Curtis,Jamie Lee Curtis,1,TRUE
3293,Dustin Hoffman,Dustin Hoffman,1,TRUE
3296,Tom Hardy,Tom Hardy,1,TRUE
3299,Meg Ryan,Meg Ryan,1,TRUE
3302,Salma Hayek,Salma Hayek,1,TRUE
3305,Toni Colette,Toni Collette,0.99,TRUE
3308,Rob Schnider,Rob Schneider,0.979,TRUE
3311,Maggie Gyllenhaal,Maggie Gyllenhaal,1,TRUE
3314,Debra Winger,Debra Winger,1,TRUE
3317,Cate Blanchette,Cate Blanchett,0.999,TRUE
3320,Kyle McGlaughlan,Kyle MacLachlan,0.889,TRUE
3323,John Malcovitch,John Malkovich,0.944,TRUE
3326,George Clooney,George Clooney,1,TRUE
3329,Kirstin Dunst,Kirsten Dunst,0.968,TRUE
3332,Sean PEnn,Sean Penn,1,TRUE
3335,Gary Sineese,Gary Sinise,0.96,TRUE
3338,Sidney Poitier,Sidney Poitier,1,TRUE
3341,John Leguzamo,John Leguizamo,0.991,TRUE
3344,Martin Sheen,Martin Sheen,1,TRUE
3345,Joe Pesci,Joe Pesci,1,TRUE
3348,Zach Galifinakis,Zach Galifianakis,0.986,TRUE
3351,Andie Macdowel,Andie MacDowell,0.973,TRUE
3354,Christopher Walkin,Christopher Walken,0.996,TRUE
3357,Ewin McGreggor,Ewan McGregor,0.937,TRUE
3360,Bradley Cooper,Bradley Cooper,1,TRUE
3363,Winona Ryder,Winona Ryder,1,TRUE
3366,Chris Cooper,Chris Cooper,1,TRUE
3369,Helena Bonham Carter,Helena Bonham Carter,1,TRUE
3372,Isabella Rosselini,Isabella Rossellini,0.996,TRUE
3375,Sylvester Stalone,Sylvester Stallone,0.996,TRUE
3378,Kim Bassinger,Kim Basinger,0.988,TRUE
3381,Candice Bergan,Candice Bergen,0.993,TRUE
3384,Michael Douglas,Michael Douglas,1,TRUE
3387,Jim Carey,Jim Carrey,0.99,TRUE
3392,Candice Bergan,Candice Bergen,0.993,TRUE
3395,John Leguizamo,John Leguizamo,1,TRUE
3398,Jonny Depp,Johnny Depp,0.975,TRUE
3401,Ellen Barkin,Ellen Barkin,1,TRUE
3404,Joan Cusak,Joan Cusack,0.994,TRUE
3407,Ellen Page,Ellen Page,1,TRUE
3410,Eva Mendes,Eva Mendes,1,TRUE
3411,Martin Sheen,Martin Sheen,1,TRUE
3414,Arnold Schwarzenegger,Arnold Schwarzenegger,1,TRUE
3417,Tim Blake Nelson,Tim Blake Nelson,1,TRUE
3420,Sam Worthington,Sam Worthington,1,TRUE
